center,left,right,steering_angle,throttle,brake,speed
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_48_800.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_48_800.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_48_800.jpg,0,0,0,10.02742
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_48_908.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_48_908.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_48_908.jpg,-0.1490521,0,0,9.921548
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_49_009.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_49_009.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_49_009.jpg,-0.4513171,0,0,9.735229
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_49_125.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_49_125.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_49_125.jpg,-0.102396,0,0,9.63919
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_49_227.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_49_227.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_49_227.jpg,0,0,0,9.531154
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_49_329.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_49_329.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_49_329.jpg,0,0,0,9.415821
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_49_431.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_49_431.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_49_431.jpg,0,0,0,9.321244
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_49_535.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_49_535.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_49_535.jpg,0,0,0,9.227691
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_49_644.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_49_644.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_49_644.jpg,0,0,0,9.135077
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_49_751.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_49_751.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_49_751.jpg,0,0.3182158,0,9.30448
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_49_852.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_49_852.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_49_852.jpg,0,0.6214585,0,9.834327
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_49_957.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_49_957.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_49_957.jpg,0,0.9374907,0,10.71957
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_50_061.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_50_061.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_50_061.jpg,0,1,0,11.65093
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_50_172.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_50_172.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_50_172.jpg,0,0.669235,0,12.73233
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_50_314.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_50_314.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_50_314.jpg,0,0.2851534,0,13.32905
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_50_419.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_50_419.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_50_419.jpg,-0.31653,0,0,13.25133
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_50_522.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_50_522.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_50_522.jpg,-0.01024246,0,0,13.19077
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_50_634.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_50_634.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_50_634.jpg,0,0,0,12.99102
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_50_741.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_50_741.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_50_741.jpg,0,0,0,12.85773
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_50_843.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_50_843.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_50_843.jpg,0,0,0,12.69639
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_50_950.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_50_950.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_50_950.jpg,0,0.3167703,0,12.84247
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_51_044.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_51_044.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_51_044.jpg,0,0.6483185,0,13.16675
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_51_166.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_51_166.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_51_166.jpg,0,0.8165317,0,14.23248
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_51_259.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_51_259.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_51_259.jpg,0,0.495055,0,14.98888
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_51_383.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_51_383.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_51_383.jpg,0,0.1750538,0,15.16864
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_51_493.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_51_493.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_51_493.jpg,0,0,0,15.02174
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_51_601.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_51_601.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_51_601.jpg,0,0,0,14.95078
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_51_711.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_51_711.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_51_711.jpg,0,0.1574278,0,14.83353
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_51_806.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_51_806.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_51_806.jpg,0,0.4911897,0,14.9245
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_51_912.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_51_912.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_51_912.jpg,0,0.8097303,0,16.04266
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_52_038.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_52_038.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_52_038.jpg,0,1,0,17.20166
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_52_160.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_52_160.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_52_160.jpg,0,0.9162607,0,18.42625
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_52_282.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_52_282.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_52_282.jpg,-0.09062719,0.5489376,0,19.28307
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_52_400.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_52_400.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_52_400.jpg,-0.2092945,0.1964502,0,19.52889
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_52_528.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_52_528.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_52_528.jpg,0,0,0,19.37407
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_52_653.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_52_653.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_52_653.jpg,0,0,0,18.70661
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_52_767.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_52_767.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_52_767.jpg,0,0,0,18.95621
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_52_889.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_52_889.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_52_889.jpg,0,0,0,18.20926
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_52_991.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_52_991.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_52_991.jpg,-0.1452091,0,0,18.51165
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_53_097.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_53_097.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_53_097.jpg,-0.2418666,0,0,17.76698
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_53_209.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_53_209.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_53_209.jpg,0,0,0,17.5399
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_53_325.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_53_325.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_53_325.jpg,0,0,0,17.87133
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_53_433.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_53_433.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_53_433.jpg,0,0,0,17.65862
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_53_535.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_53_535.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_53_535.jpg,0,0,0,16.95092
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_53_646.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_53_646.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_53_646.jpg,0,0,0,17.31197
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_53_753.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_53_753.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_53_753.jpg,-0.1518538,0,0,17.10152
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_53_860.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_53_860.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_53_860.jpg,-0.2590199,0,0,16.34538
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_53_963.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_53_963.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_53_963.jpg,0,0,0,16.70957
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_54_091.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_54_091.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_54_091.jpg,0,0,0,16.51199
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_54_178.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_54_178.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_54_178.jpg,0,0,0,15.8085
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_54_292.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_54_292.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_54_292.jpg,0,0,0,16.19087
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_54_380.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_54_380.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_54_380.jpg,0,0,0,15.50135
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_54_496.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_54_496.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_54_496.jpg,0,0,0,15.88197
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_54_587.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_54_587.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_54_587.jpg,0,0,0,15.20267
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_54_702.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_54_702.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_54_702.jpg,0,0,0,15.57189
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_54_806.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_54_806.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_54_806.jpg,0,0,0,15.3884
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_54_916.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_54_916.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_54_916.jpg,-0.195003,0,0,15.18829
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_55_023.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_55_023.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_55_023.jpg,-0.1501086,0,0,14.48025
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_55_142.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_55_142.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_55_142.jpg,0,0,0,14.32339
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_55_259.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_55_259.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_55_259.jpg,0,0,0,14.67165
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_55_365.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_55_365.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_55_365.jpg,0,0.1612566,0,14.53596
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_55_469.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_55_469.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_55_469.jpg,0,0.4638991,0,14.36397
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_55_553.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_55_553.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_55_553.jpg,0,0.4988759,0,15.18242
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_55_667.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_55_667.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_55_667.jpg,0,0.1568277,0,15.28056
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_55_785.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_55_785.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_55_785.jpg,0,0,0,15.06959
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_55_908.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_55_908.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_55_908.jpg,0,0,0,14.89423
/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/center_2021_03_23_00_28_56_038.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/left_2021_03_23_00_28_56_038.jpg,/home/macvincent/Desktop/CarND-Behavioral-Cloning-P3 (1)/slow_data/IMG/right_2021_03_23_00_28_56_038.jpg,0,0,0,14.71282
